rodadas,n,k,caso,p,analitico,simulado,erro_abs
200,200,1,k=1,0.25,1.0,1.0,0.0
200,200,1,k=1,0.3,1.0,1.0,0.0
200,200,1,k=1,0.35,1.0,1.0,0.0
200,200,1,k=1,0.4,1.0,1.0,0.0
200,200,1,k=1,0.45,1.0,1.0,0.0
200,200,1,k=1,0.5,1.0,1.0,0.0
200,200,1,k=1,0.55,1.0,1.0,0.0
200,200,1,k=1,0.6,1.0,1.0,0.0
200,200,1,k=1,0.65,1.0,1.0,0.0
200,200,1,k=1,0.7,1.0,1.0,0.0
200,200,1,k=1,0.75,1.0,1.0,0.0
200,200,1,k=1,0.8,1.0,1.0,0.0
200,200,1,k=1,0.85,1.0,1.0,0.0
200,200,1,k=1,0.9,1.0,1.0,0.0
200,200,1,k=1,0.95,1.0,1.0,0.0
200,200,1,k=1,1.0,1.0,1.0,0.0
200,200,100,k=n/2,0.0,0.0,0.0,0.0
200,200,100,k=n/2,0.05,0.0,0.0,0.0
200,200,100,k=n/2,0.1,0.0,0.0,0.0
200,200,100,k=n/2,0.15,0.0,0.0,0.0
200,200,100,k=n/2,0.2,0.0,0.0,0.0
200,200,100,k=n/2,0.25,0.0,0.0,0.0
200,200,100,k=n/2,0.3,0.0,0.0,0.0
200,200,100,k=n/2,0.35,9e-06,0.0,9e-06
200,200,100,k=n/2,0.4,0.002635,0.01,0.007365
200,200,100,k=n/2,0.45,0.088701,0.075,0.013701
200,200,100,k=n/2,0.5,0.528174,0.58,0.051826
200,200,100,k=n/2,0.55,0.931925,0.94,0.008075
200,200,100,k=n/2,0.6,0.998315,1.0,0.001685
200,200,100,k=n/2,0.65,0.999995,1.0,5e-06
200,200,100,k=n/2,0.7,1.0,1.0,0.0
200,200,100,k=n/2,0.75,1.0,1.0,0.0
200,200,100,k=n/2,0.8,1.0,1.0,0.0
200,200,100,k=n/2,0.85,1.0,1.0,0.0
200,200,100,k=n/2,0.9,1.0,1.0,0.0
200,200,100,k=n/2,0.95,1.0,1.0,0.0
200,200,100,k=n/2,1.0,1.0,1.0,0.0
200,200,200,k=n,0.0,0.0,0.0,0.0
200,200,200,k=n,0.05,0.0,0.0,0.0
200,200,200,k=n,0.1,0.0,0.0,0.0
200,200,200,k=n,0.15,0.0,0.0,0.0
200,200,200,k=n,0.2,0.0,0.0,0.0
200,200,200,k=n,0.25,0.0,0.0,0.0
200,200,200,k=n,0.3,0.0,0.0,0.0
200,200,200,k=n,0.35,0.0,0.0,0.0
200,200,200,k=n,0.4,0.0,0.0,0.0
200,200,200,k=n,0.45,0.0,0.0,0.0
200,200,200,k=n,0.5,0.0,0.0,0.0
200,200,200,k=n,0.55,0.0,0.0,0.0
200,200,200,k=n,0.6,0.0,0.0,0.0
200,200,200,k=n,0.65,0.0,0.0,0.0
200,200,200,k=n,0.7,0.0,0.0,0.0
200,200,200,k=n,0.75,0.0,0.0,0.0
200,200,200,k=n,0.8,0.0,0.0,0.0
200,200,200,k=n,0.85,0.0,0.0,0.0
200,200,200,k=n,0.9,0.0,0.0,0.0
200,200,200,k=n,0.95,3.5e-05,0.0,3.5e-05
200,200,200,k=n,1.0,1.0,1.0,0.0
